profile,run_id,itnum,ncpu,ngpu,function,time_ms
profile,12846545,2,10,0,find_qtl,35704.857
profile,12846545,2,10,0,constructX,4730.229
profile,12846545,2,10,0,calc_extBIC,1911.092
profile,12846545,2,10,0,calcVC,1226.047
profile,12846545,1,10,0,invMMt,188.576
profile,12846545,1,10,0,find_qtl,35888.157
profile,12846545,1,10,0,constructX,0.084
profile,12846545,1,10,0,calc_extBIC,1906.778
profile,12846545,1,10,0,calcVC,1729.699
profile,12846545,1,10,0,calcMMt,15263.23
profile,12846544,4,8,0,find_qtl,34372.151
profile,12846544,4,8,0,constructX,4605.205
profile,12846544,4,8,0,calc_extBIC,1777.1
profile,12846544,4,8,0,calcVC,1017.62
profile,12846544,3,8,0,find_qtl,33995.153
profile,12846544,3,8,0,constructX,4602.346
profile,12846544,3,8,0,calc_extBIC,1749.075
profile,12846544,3,8,0,calcVC,1005.569
profile,12846544,2,8,0,find_qtl,34105.02
profile,12846544,2,8,0,constructX,4604.431
profile,12846544,2,8,0,calc_extBIC,1829.668
profile,12846544,2,8,0,calcVC,1155.012
profile,12846544,1,8,0,invMMt,169.057
profile,12846544,1,8,0,find_qtl,34265.872
profile,12846544,1,8,0,constructX,0.088
profile,12846544,1,8,0,calc_extBIC,1788.02
profile,12846544,1,8,0,calcVC,1409.688
profile,12846544,1,8,0,calcMMt,17438.659
profile,12846543,4,4,0,find_qtl,46149.242
profile,12846543,4,4,0,constructX,4637.982
profile,12846543,4,4,0,calc_extBIC,2064.059
profile,12846543,4,4,0,calcVC,1216.573
profile,12846543,3,4,0,find_qtl,45521.587
profile,12846543,3,4,0,constructX,4633.127
profile,12846543,3,4,0,calc_extBIC,2012.792
profile,12846543,3,4,0,calcVC,1212.2
profile,12846543,2,4,0,find_qtl,45857.781
profile,12846543,2,4,0,constructX,4631.042
profile,12846543,2,4,0,calc_extBIC,2116.334
profile,12846543,2,4,0,calcVC,1351.802
profile,12846543,1,4,0,invMMt,178.657
